,Class,Order,Family,Genus,Species,BodyShapeI,Fresh,Brack,Saltwater,DemersPelag,OperculumPresent,DorsalSpinesMax,DorsalSpinesMin,MaxLengthTL,Troph,DepthMin,DepthMax,TempPrefMin,TempPrefMax,FeedingPath,RepGuild1,RepGuild2,ParentalCare
Neoglyphidodon_melas,Teleostei,Ovalentaria/misc,Pomacentridae,Neoglyphidodon,Neoglyphidodon_melas,short and / or deep,0,0,1,reef-associated,1,13,13,18,3.430000067,1,12,25.1,29.3,benthic,guarders,nesters,paternal
Neoglyphidodon_mitratus,Teleostei,Ovalentaria/misc,Pomacentridae,Neoglyphidodon,Neoglyphidodon_mitratus,short and / or deep,0,0,1,reef-associated,0,13,13,7.599999905,2.809999943,10,45,28,29.1,benthic,guarders,nesters,paternal
Neoglyphidodon_nigroris,Teleostei,Ovalentaria/misc,Pomacentridae,Neoglyphidodon,Neoglyphidodon_nigroris,short and / or deep,0,0,1,reef-associated,1,13,13,13,3.019999981,2,23,25.2,29.3,benthic,guarders,nesters,paternal
Neoglyphidodon_thoracotaeniatus,Teleostei,Ovalentaria/misc,Pomacentridae,Neoglyphidodon,Neoglyphidodon_thoracotaeniatus,short and / or deep,0,0,1,reef-associated,1,13,13,13.5,2.670000076,10,45,27.1,29,benthic,guarders,nesters,paternal
Neopomacentrus_azysron,Teleostei,Ovalentaria/misc,Pomacentridae,Neopomacentrus,Neopomacentrus_azysron,short and / or deep,0,0,1,reef-associated,1,13,13,7.5,3.400000095,1,12,27,29.3,pelagic,guarders,nesters,paternal
Neopomacentrus_nemurus,Teleostei,Ovalentaria/misc,Pomacentridae,Neopomacentrus,Neopomacentrus_nemurus,short and / or deep,0,0,1,reef-associated,1,13,13,8,3.400000095,1,10,25,29.3,pelagic,guarders,nesters,paternal
Neopomacentrus_taeniurus,Teleostei,Ovalentaria/misc,Pomacentridae,Neopomacentrus,Neopomacentrus_taeniurus,fusiform / normal,1,1,1,demersal,1,13,13,10,3.400000095,0,3,26.8,29.3,pelagic,guarders,nesters,paternal
Neopomacentrus_violascens,Teleostei,Ovalentaria/misc,Pomacentridae,Neopomacentrus,Neopomacentrus_violascens,fusiform / normal,0,0,1,reef-associated,1,13,13,7.5,3.400000095,1,30,26.1,29.3,pelagic,guarders,nesters,paternal
Plectroglyphidodon_dickii,Teleostei,Ovalentaria/misc,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon_dickii,short and / or deep,0,0,1,reef-associated,1,12,12,11.60000038,3.680000067,1,15,25,29.3,benthic,guarders,nesters,paternal
Plectroglyphidodon_imparipennis,Teleostei,Ovalentaria/misc,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon_imparipennis,fusiform / normal,0,0,1,reef-associated,1,12,12,6,2.450000048,0,15,24.9,29.3,benthic,guarders,nesters,paternal
Plectroglyphidodon_johnstonianus,Teleostei,Ovalentaria/misc,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon_johnstonianus,short and / or deep,0,0,1,reef-associated,1,12,12,14,3.349999905,1,18,24.7,29.2,benthic,guarders,nesters,paternal
Plectroglyphidodon_leucozonus,Teleostei,Ovalentaria/misc,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon_leucozonus,short and / or deep,0,0,1,reef-associated,1,12,12,12,2,0,6,24.7,29.3,benthic,guarders,nesters,paternal
Plectroglyphidodon_phoenixensis,Teleostei,Ovalentaria/misc,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon_phoenixensis,short and / or deep,0,0,1,reef-associated,1,12,12,9,2,0,8,25.2,29.3,benthic,guarders,nesters,paternal
Plectroglyphidodon_fasciolatus,Teleostei,Ovalentaria/misc,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon_fasciolatus,fusiform / normal,0,0,1,reef-associated,1,13,13,11.22000027,2.160000086,1,30,18.5,29.2,benthic,guarders,nesters,paternal
Pomacentrus_adelus,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_adelus,short and / or deep,0,0,1,reef-associated,1,13,13,8.5,2.690000057,2,8,25.9,29.3,benthic,guarders,nesters,paternal
Pomacentrus_albiaxillaris,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_albiaxillaris,short and / or deep,0,0,1,reef-associated,0,13,13,8.539999962,2.690000057,4,15,26.22307692,29.08153846,benthic,guarders,nesters,paternal
Pomacentrus_amboinensis,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_amboinensis,short and / or deep,0,0,1,reef-associated,1,13,13,9,2.400000095,2,40,24.9,29,benthic,guarders,nesters,paternal
Pomacentrus_auriventris,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_auriventris,fusiform / normal,0,0,1,reef-associated,1,13,13,6.710000038,2.74000001,2,35,28.1,29.3,benthic,guarders,nesters,paternal
Pomacentrus_bankanensis,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_bankanensis,fusiform / normal,0,0,1,reef-associated,1,13,13,9,2.680000067,0,32,25.5,29.3,benthic,guarders,nesters,paternal
Pomacentrus_brachialis,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_brachialis,short and / or deep,0,1,1,reef-associated,1,13,13,9.760000229,2.640000105,6,40,24.7,29,benthic,guarders,nesters,paternal
Pomacentrus_burroughi,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_burroughi,fusiform / normal,0,0,1,reef-associated,1,13,13,8.5,2,2,16,27.8,29.3,benthic,guarders,nesters,paternal
Pomacentrus_chrysurus,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_chrysurus,short and / or deep,0,0,1,reef-associated,1,13,13,9,2.640000105,0,5,25.5,29.3,benthic,guarders,nesters,paternal
Pomacentrus_flavoaxillaris,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_flavoaxillaris,short and / or deep,0,0,1,reef-associated,0,13,13,8.890000343,2.680000067,8,20,26.22307692,29.08153846,benthic,guarders,nesters,paternal
Pomacentrus_grammorhynchus,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_grammorhynchus,short and / or deep,0,0,1,reef-associated,1,13,13,10.97999954,2.720000029,2,12,25.6,29.3,benthic,guarders,nesters,paternal
Pomacentrus_lepidogenys,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_lepidogenys,short and / or deep,0,0,1,reef-associated,1,13,13,10.97999954,3.400000095,1,12,25.2,29.3,pelagic,guarders,nesters,paternal
Pomacentrus_micronesicus,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_micronesicus,fusiform / normal,0,0,1,reef-associated,0,13,13.01351351,17.20000076,2.539999962,5,20,26.22307692,29.08153846,benthic,guarders,nesters,paternal
Pomacentrus_moluccensis,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_moluccensis,short and / or deep,0,0,1,reef-associated,1,13,13,9,2.440000057,1,14,25.1,29.3,benthic,guarders,nesters,paternal
Pomacentrus_nagasakiensis,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_nagasakiensis,fusiform / normal,0,0,1,reef-associated,1,13,13,11,2.74000001,3,35,24.7,28.9,benthic,guarders,nesters,paternal
Pomacentrus_nigromanus,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_nigromanus,fusiform / normal,0,0,1,reef-associated,1,13,13,9,3.230000019,6,60,26.5,28.9,pelagic,guarders,nesters,paternal
Pomacentrus_nigromarginatus,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_nigromarginatus,fusiform / normal,0,0,1,reef-associated,1,13,13,8,2.640000105,20,50,24.5,28.5,benthic,guarders,nesters,paternal
Pomacentrus_pavo,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_pavo,short and / or deep,0,0,1,reef-associated,1,13,13,10.36999989,3.019999981,1,18,25.2,29.3,pelagic,guarders,nesters,paternal
Pomacentrus_reidi,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_reidi,short and / or deep,0,0,1,reef-associated,1,13,13,9,2.599999905,3,70,26.2,28.9,benthic,guarders,nesters,paternal
Pomacentrus_simsiang,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_simsiang,short and / or deep,0,0,1,reef-associated,1,13,13,8.539999962,2.660000086,0,10,26.9,29.3,benthic,guarders,nesters,paternal
Pomacentrus_taeniometopon,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_taeniometopon,short and / or deep,0,1,1,reef-associated,1,13,13,12,2,0,8,24.7,29.3,benthic,guarders,nesters,paternal
Pomacentrus_vaiuli,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_vaiuli,short and / or deep,0,0,1,reef-associated,1,13,13,11.10000038,3.130000114,1,45,25.4,28.9,benthic,guarders,nesters,paternal
Pomacentrus_sp,Teleostei,Ovalentaria/misc,Pomacentridae,Pomacentrus,Pomacentrus_sp,short and / or deep,0,0,1,reef-associated,1,13.05333333,13.01351351,9.392962986,2.678765476,3.269230769,18.74683544,26.22307692,29.08153846,benthic,guarders,nesters,paternal
Pycnochromis_amboinensis,Teleostei,Ovalentaria/misc,Pomacentridae,Pycnochromis,Pycnochromis_amboinensis,short and / or deep,0,0,1,reef-associated,1,12,12,10,2.74000001,5,70,26,28.9,benthic,guarders,nesters,paternal
Pycnochromis_atripes,Teleostei,Ovalentaria/misc,Pomacentridae,Pycnochromis,Pycnochromis_atripes,short and / or deep,0,0,1,reef-associated,1,12,12,9,2.640000105,2,40,25.6,28.8,benthic,guarders,nesters,paternal
Pycnochromis_caudalis,Teleostei,Ovalentaria/misc,Pomacentridae,Pycnochromis,Pycnochromis_caudalis,short and / or deep,0,0,1,reef-associated,1,12,12,9.149999619,2.950000048,15,55,26.9,29,pelagic,guarders,nesters,paternal
Pycnochromis_delta,Teleostei,Ovalentaria/misc,Pomacentridae,Pycnochromis,Pycnochromis_delta,short and / or deep,0,0,1,reef-associated,1,12,12,7,2.960000038,10,80,23.4,28.3,pelagic,guarders,nesters,paternal
Pycnochromis_lineatus,Teleostei,Ovalentaria/misc,Pomacentridae,Pycnochromis,Pycnochromis_lineatus,short and / or deep,0,0,1,reef-associated,1,12,12,7,2.960000038,2,35,27.6,29.3,pelagic,guarders,nesters,paternal
Pycnochromis_margaritifer,Teleostei,Ovalentaria/misc,Pomacentridae,Pycnochromis,Pycnochromis_margaritifer,short and / or deep,0,0,1,reef-associated,1,12,12,10.19999981,2.950000048,2,20,25,29.3,pelagic,guarders,nesters,paternal
Pycnochromis_retrofasciatus,Teleostei,Ovalentaria/misc,Pomacentridae,Pycnochromis,Pycnochromis_retrofasciatus,short and / or deep,0,0,1,reef-associated,1,12,12,7.320000172,2.650000095,12,120,25.4,28.9,benthic,guarders,nesters,paternal
Pycnochromis_vanderbilti,Teleostei,Ovalentaria/misc,Pomacentridae,Pycnochromis,Pycnochromis_vanderbilti,fusiform / normal,0,0,1,reef-associated,1,12,12,6,3.190000057,2,20,22.3,29.3,pelagic,guarders,nesters,paternal
Pycnochromis_agilis,Teleostei,Ovalentaria/misc,Pomacentridae,Pycnochromis,Pycnochromis_agilis,short and / or deep,0,0,1,reef-associated,1,12.09090909,11.90909091,5.980000019,2.970000029,12,48,25.26363636,28.48181818,pelagic,guarders,nesters,paternal
Pycnochromis_acares,Teleostei,Ovalentaria/misc,Pomacentridae,Pycnochromis,Pycnochromis_acares,fusiform / normal,0,0,1,reef-associated,1,13,12,4.880000114,2.970000029,2,37,25.4,28.4,pelagic,guarders,nesters,paternal
Stegastes_albifasciatus,Teleostei,Ovalentaria/misc,Pomacentridae,Stegastes,Stegastes_albifasciatus,short and / or deep,0,0,1,reef-associated,1,12,12,13,2,0,4,25.1,29.3,benthic,guarders,nesters,paternal
Stegastes_lacrymatus,Teleostei,Ovalentaria/misc,Pomacentridae,Stegastes,Stegastes_lacrymatus,short and / or deep,0,0,1,reef-associated,1,12,12,10,2.220000029,1,40,24.7,28.9,benthic,guarders,nesters,paternal
Stegastes_nigricans,Teleostei,Ovalentaria/misc,Pomacentridae,Stegastes,Stegastes_nigricans,short and / or deep,0,0,1,reef-associated,1,12,12,14,2.109999895,1,12,25,29.3,benthic,guarders,nesters,paternal
Stegastes_punctatus,Teleostei,Ovalentaria/misc,Pomacentridae,Stegastes,Stegastes_punctatus,short and / or deep,0,0,1,reef-associated,1,12,12,15.85999966,2.049999952,1,5,25.5,29.3,benthic,guarders,nesters,paternal
Cookeolus_japonicus,Teleostei,Eupercaria/misc,Priacanthidae,Cookeolus,Cookeolus_japonicus,fusiform / normal,0,0,1,reef-associated,0,10,10,37.20999908,3.5,40,400,12.2,21.8,benthic,nonguarders,open water/substratum egg scatterers,none
Heteropriacanthus_cruentatus,Teleostei,Eupercaria/misc,Priacanthidae,Heteropriacanthus,Heteropriacanthus_cruentatus,fusiform / normal,0,0,1,reef-associated,1,10,10,50.70000076,3.609999895,3,300,23.3,29,benthic,nonguarders,open water/substratum egg scatterers,none
Priacanthus_blochii,Teleostei,Eupercaria/misc,Priacanthidae,Priacanthus,Priacanthus_blochii,short and / or deep,0,0,1,reef-associated,1,10,10,40.06999969,4.139999866,15,30,24.2,28.5,benthic,nonguarders,open water/substratum egg scatterers,none
Priacanthus_hamrur,Teleostei,Eupercaria/misc,Priacanthidae,Priacanthus,Priacanthus_hamrur,short and / or deep,0,0,1,reef-associated,1,10,10,45,3.640000105,8,250,19.1,28.2,benthic,nonguarders,open water/substratum egg scatterers,none
Protanguilla_palau,Teleostei,Anguilliformes,Protanguillidae,Protanguilla,Protanguilla_palau,eel-like,0,0,1,reef-associated,0,0,0,17.60000038,3.50999999,35,50,NA,NA,NA,nonguarders,open water/substratum egg scatterers,none
Amsichthys_knighti,Teleostei,Ovalentaria/misc,Pseudochromidae,Amsichthys,Amsichthys_knighti,short and / or deep,0,0,1,reef-associated,0,1,1,4.5,3.289999962,10,30,25.4,29,benthic,guarders,nesters,paternal
Lubbockichthys_sp,Teleostei,Ovalentaria/misc,Pseudochromidae,Lubbockichthys,Lubbockichthys_sp,elongated,0,0,1,demersal,0,2,2,5.846666654,3.383333286,13.33333333,58.33333333,24.4,28.65,benthic,guarders,nesters,paternal
Manonichthys_polynemus,Teleostei,Ovalentaria/misc,Pseudochromidae,Manonichthys,Manonichthys_polynemus,elongated,0,0,1,reef-associated,0,3,3,12,3.700000048,2,50,28,29.1,benthic,guarders,nesters,paternal
Pictichromis_paccagnellorum,Teleostei,Ovalentaria/misc,Pseudochromidae,Pictichromis,Pictichromis_paccagnellorum,elongated,0,0,1,reef-associated,0,3,3,7,3.5,0,50,25.8,29.3,benthic,guarders,nesters,paternal
Pictichromis_porphyrea,Teleostei,Ovalentaria/misc,Pseudochromidae,Pictichromis,Pictichromis_porphyrea,elongated,0,0,1,reef-associated,0,3,3,6,3.5,0,65,25.5,29.4,benthic,guarders,nesters,paternal
Pseudochromis_bitaeniatus,Teleostei,Ovalentaria/misc,Pseudochromidae,Pseudochromis,Pseudochromis_bitaeniatus,elongated,0,0,1,reef-associated,0,3,3,12,3.599999905,2,38,26.4,29,benthic,guarders,nesters,paternal
Pseudochromis_cyanotaenia,Teleostei,Ovalentaria/misc,Pseudochromidae,Pseudochromis,Pseudochromis_cyanotaenia,elongated,0,0,1,reef-associated,0,3,3,6.199999809,3.25999999,0,30,25.1,29,benthic,guarders,nesters,paternal
Pseudochromis_fuscus,Teleostei,Ovalentaria/misc,Pseudochromidae,Pseudochromis,Pseudochromis_fuscus,elongated,0,0,1,reef-associated,0,3,3,10,3.539999962,2,30,25.3,29,benthic,guarders,nesters,paternal
Pseudochromis_marshallensis,Teleostei,Ovalentaria/misc,Pseudochromidae,Pseudochromis,Pseudochromis_marshallensis,elongated,0,0,1,reef-associated,0,3,3,8,3.460000038,0,30,26.3,29.3,benthic,guarders,nesters,paternal
Pseudochromis_pylei,Teleostei,Ovalentaria/misc,Pseudochromidae,Pseudochromis,Pseudochromis_pylei,elongated,0,0,1,reef-associated,0,3,3,8,3.460000038,40,87,26.8,28.9,benthic,guarders,nesters,paternal
Pseudochromis_tapeinosoma,Teleostei,Ovalentaria/misc,Pseudochromidae,Pseudochromis,Pseudochromis_tapeinosoma,elongated,0,0,1,reef-associated,0,3,3,7.400000095,3.279999971,2,60,26.5,29,benthic,guarders,nesters,paternal
Pseudoplesiops_annae,Teleostei,Ovalentaria/misc,Pseudochromidae,Pseudoplesiops,Pseudoplesiops_annae,elongated,0,0,1,reef-associated,0,1,1,3.700000048,3.220000029,5,113,26.7,28.9,benthic,guarders,nesters,paternal
Pseudoplesiops_immaculatus,Teleostei,Ovalentaria/misc,Pseudochromidae,Pseudoplesiops,Pseudoplesiops_immaculatus,elongated,0,0,1,reef-associated,0,1,1,4,3.25,2,20,26,29.3,benthic,guarders,nesters,paternal
Pseudoplesiops_rosae,Teleostei,Ovalentaria/misc,Pseudochromidae,Pseudoplesiops,Pseudoplesiops_rosae,elongated,0,0,1,reef-associated,0,1,1,2.809999943,3.5,3,20,25.5,29.3,benthic,guarders,nesters,paternal
Pseudoplesiops_typus,Teleostei,Ovalentaria/misc,Pseudochromidae,Pseudoplesiops,Pseudoplesiops_typus,elongated,0,0,1,reef-associated,0,2,2,5.610000134,3.369999886,6,65,26.6,29,benthic,guarders,nesters,paternal
Rhincodon_typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon_typus,elongated,0,0,1,pelagic-oceanic,0,0,0,2000,3.549999952,0,1928,19.6,29,pelagic,bearers,internal live bearers,maternal
Rhina_ancylostomus,Elasmobranchii,Rhinopristiformes,Rhinidae,Rhina,Rhina_ancylostomus,elongated,0,0,1,reef-associated,0,0,0,300,3.549999952,3,90,24.4,29.1,benthic,bearers,internal live bearers,NA
Rhynchobatus_australiae,Elasmobranchii,Rhinopristiformes,Rhinidae,Rhynchobatus,Rhynchobatus_australiae,elongated,0,0,1,demersal,0,0,0,300,3.539999962,0,60,23,28.4,benthic,bearers,internal live bearers,NA
Rhyacichthys_aspro,Teleostei,Gobiiformes,Rhyacichthyidae,Rhyacichthys,Rhyacichthys_aspro,elongated,1,1,1,demersal,0,8,8,30.5,3.549999952,0,5,NA,NA,benthic,guarders,nesters,paternal
Samariscus_triocellatus,Teleostei,Pleuronectiformes,Samaridae,Samariscus,Samariscus_triocellatus,short and / or deep,0,0,1,reef-associated,0,0,0,12.19999981,3.5,3,30,26.7,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Bolbometopon_muricatum,Teleostei,Eupercaria/misc,Scaridae,Bolbometopon,Bolbometopon_muricatum,fusiform / normal,0,0,1,reef-associated,1,9,9,130,2.670000076,1,40,25.3,29.1,benthic,nonguarders,open water/substratum egg scatterers,none
Calotomus_carolinus,Teleostei,Eupercaria/misc,Scaridae,Calotomus,Calotomus_carolinus,fusiform / normal,0,0,1,reef-associated,1,9,9,54,2,1,71,24.7,28.7,benthic,nonguarders,open water/substratum egg scatterers,none
Calotomus_spinidens,Teleostei,Eupercaria/misc,Scaridae,Calotomus,Calotomus_spinidens,fusiform / normal,0,0,1,reef-associated,1,9,9,30,2,1,72,24.5,28.9,benthic,nonguarders,open water/substratum egg scatterers,none
Cetoscarus_ocellatus,Teleostei,Eupercaria/misc,Scaridae,Cetoscarus,Cetoscarus_ocellatus,fusiform / normal,0,0,1,reef-associated,0,9,8.983050847,97.59999847,2,1,30,24.6,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Chlorurus_bleekeri,Teleostei,Eupercaria/misc,Scaridae,Chlorurus,Chlorurus_bleekeri,short and / or deep,0,0,1,reef-associated,1,9,9,49,2,3,35,25.8,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Chlorurus_bowersi,Teleostei,Eupercaria/misc,Scaridae,Chlorurus,Chlorurus_bowersi,elongated,0,0,1,reef-associated,1,9,9,40,2,2,20,25.4,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Chlorurus_frontalis,Teleostei,Eupercaria/misc,Scaridae,Chlorurus,Chlorurus_frontalis,elongated,0,0,1,reef-associated,1,9,9,50,2,10,40,25.3,28.8,benthic,nonguarders,open water/substratum egg scatterers,none
Chlorurus_japanensis,Teleostei,Eupercaria/misc,Scaridae,Chlorurus,Chlorurus_japanensis,fusiform / normal,0,0,1,reef-associated,0,9,9,51.27999878,2,1,20,25,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Chlorurus_microrhinos,Teleostei,Eupercaria/misc,Scaridae,Chlorurus,Chlorurus_microrhinos,fusiform / normal,0,0,1,reef-associated,1,9,9,70,2,1,50,24.8,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Chlorurus_spilurus,Teleostei,Eupercaria/misc,Scaridae,Chlorurus,Chlorurus_spilurus,fusiform / normal,0,0,1,reef-associated,0,9,9,53.95000076,2,2.705882353,35.1875,24.83125,28.9375,benthic,nonguarders,open water/substratum egg scatterers,none
Hipposcarus_longiceps,Teleostei,Eupercaria/misc,Scaridae,Hipposcarus,Hipposcarus_longiceps,fusiform / normal,0,0,1,reef-associated,1,9,9,60,2.00999999,2,40,24.8,28.9,benthic,nonguarders,open water/substratum egg scatterers,none
Leptoscarus_vaigiensis,Teleostei,Eupercaria/misc,Scaridae,Leptoscarus,Leptoscarus_vaigiensis,fusiform / normal,0,0,1,reef-associated,1,9,9,35.20000076,2,1,15,24.3,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Scarus_altipinnis,Teleostei,Eupercaria/misc,Scaridae,Scarus,Scarus_altipinnis,fusiform / normal,0,0,1,reef-associated,1,9,9,60,2,1,50,24.5,28,benthic,nonguarders,open water/substratum egg scatterers,none
Scarus_chameleon,Teleostei,Eupercaria/misc,Scaridae,Scarus,Scarus_chameleon,fusiform / normal,0,0,1,reef-associated,1,9,9,31,2,3,30,24.7,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Scarus_dimidiatus,Teleostei,Eupercaria/misc,Scaridae,Scarus,Scarus_dimidiatus,elongated,0,1,1,reef-associated,1,9,9,40,2,1,25,25.2,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Scarus_festivus,Teleostei,Eupercaria/misc,Scaridae,Scarus,Scarus_festivus,elongated,0,1,1,reef-associated,1,9,9,45,2,1,30,25.1,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Scarus_flavipectoralis,Teleostei,Eupercaria/misc,Scaridae,Scarus,Scarus_flavipectoralis,short and / or deep,0,0,1,reef-associated,1,9,9,40,2,2,40,25.8,28.8,benthic,nonguarders,open water/substratum egg scatterers,none
Scarus_forsteni,Teleostei,Eupercaria/misc,Scaridae,Scarus,Scarus_forsteni,short and / or deep,0,0,1,reef-associated,1,9,9,55,2,3,30,25,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Scarus_frenatus,Teleostei,Eupercaria/misc,Scaridae,Scarus,Scarus_frenatus,fusiform / normal,0,0,1,reef-associated,1,9,9,47,2,1,25,24.7,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Scarus_ghobban,Teleostei,Eupercaria/misc,Scaridae,Scarus,Scarus_ghobban,fusiform / normal,0,1,1,reef-associated,0,9,9,75,2,1,90,24.5,29.1,benthic,nonguarders,open water/substratum egg scatterers,none
Scarus_globiceps,Teleostei,Eupercaria/misc,Scaridae,Scarus,Scarus_globiceps,elongated,0,0,1,reef-associated,1,9,9,45,2,1,30,24.9,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Scarus_hypselopterus,Teleostei,Eupercaria/misc,Scaridae,Scarus,Scarus_hypselopterus,elongated,0,0,1,reef-associated,1,9,9,31,2.130000114,10,30,25.4,29.1,benthic,nonguarders,open water/substratum egg scatterers,none
Scarus_niger,Teleostei,Eupercaria/misc,Scaridae,Scarus,Scarus_niger,fusiform / normal,0,0,1,reef-associated,0,9,9,44.40000153,2,0,20,24.9,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Scarus_oviceps,Teleostei,Eupercaria/misc,Scaridae,Scarus,Scarus_oviceps,elongated,0,0,1,reef-associated,1,9,9,44.5,2,1,20,25,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Scarus_prasiognathos,Teleostei,Eupercaria/misc,Scaridae,Scarus,Scarus_prasiognathos,elongated,0,0,1,reef-associated,1,9,9,70,2,1,25,26.1,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Scarus_psittacus,Teleostei,Eupercaria/misc,Scaridae,Scarus,Scarus_psittacus,fusiform / normal,0,0,1,reef-associated,0,9,9,43,2,2,25,24.7,29,benthic,nonguarders,open water/substratum egg scatterers,none
Scarus_quoyi,Teleostei,Eupercaria/misc,Scaridae,Scarus,Scarus_quoyi,elongated,0,0,1,reef-associated,0,9,9,40,2,2,18,26,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Scarus_rivulatus,Teleostei,Eupercaria/misc,Scaridae,Scarus,Scarus_rivulatus,fusiform / normal,0,0,1,reef-associated,0,9,9,48.79999924,2,1,30,24.8,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Scarus_rubroviolaceus,Teleostei,Eupercaria/misc,Scaridae,Scarus,Scarus_rubroviolaceus,fusiform / normal,0,0,1,reef-associated,0,9,9,70,2,1,36,24.9,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Scarus_schlegeli,Teleostei,Eupercaria/misc,Scaridae,Scarus,Scarus_schlegeli,fusiform / normal,0,0,1,reef-associated,1,9,9,40,2,1,50,24.5,28.8,benthic,nonguarders,open water/substratum egg scatterers,none
Scarus_spinus,Teleostei,Eupercaria/misc,Scaridae,Scarus,Scarus_spinus,elongated,0,0,1,reef-associated,1,9,9,30,2,2,25,25,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Scarus_tricolor,Teleostei,Eupercaria/misc,Scaridae,Scarus,Scarus_tricolor,fusiform / normal,0,0,1,reef-associated,0,9,9,52.70000076,2,2,25,24.9,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Scarus_xanthopleura,Teleostei,Eupercaria/misc,Scaridae,Scarus,Scarus_xanthopleura,fusiform / normal,0,0,1,reef-associated,0,9,9,54,2,3,30,24.5,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Scatophagus_argus,Teleostei,Acanthuriformes,Scatophagidae,Scatophagus,Scatophagus_argus,short and / or deep,1,1,1,demersal,0,11,10,38,2.99000001,0,5,25.4,29.3,benthic,nonguarders,nesters,NA
Schindleria_sp,Teleostei,Gobiiformes,Schindleriidae,Schindleria,Schindleria_sp,elongated,0,0,1,reef-associated,0,0,0,1.942857129,2.987142835,5.333333333,62.5,24.2,28.06666667,benthic,NA,nesters,NA
Auxis_thazard,Teleostei,Scombriformes,Scombridae,Auxis,Auxis_thazard,fusiform / normal,0,0,1,pelagic-neritic,1,12,10,72.15000153,4.369999886,50,1000,13.8,27.1,pelagic,nonguarders,open water/substratum egg scatterers,none
Euthynnus_affinis,Teleostei,Scombriformes,Scombridae,Euthynnus,Euthynnus_affinis,fusiform / normal,0,0,1,pelagic-neritic,1,15,10,111,4.25,0,200,20.7,28.5,pelagic,nonguarders,open water/substratum egg scatterers,none
Grammatorcynus_bilineatus,Teleostei,Scombriformes,Scombridae,Grammatorcynus,Grammatorcynus_bilineatus,fusiform / normal,0,0,1,reef-associated,1,13,11,111,4.179999828,15,50,25.6,29.1,pelagic,nonguarders,open water/substratum egg scatterers,none
