,Class,Order,Family,Genus,Species,BodyShapeI,Fresh,Brack,Saltwater,DemersPelag,OperculumPresent,DorsalSpinesMax,DorsalSpinesMin,MaxLengthTL,Troph,DepthMin,DepthMax,TempPrefMin,TempPrefMax,FeedingPath,RepGuild1,RepGuild2,ParentalCare
Eviota_rubrisparsa,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_rubrisparsa,elongated,0,0,1,reef-associated,0,7,7,2.380000114,3.029999971,20,28,27.2,28.3,benthic,guarders,clutch tenders,paternal
Eviota_sebreei,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_sebreei,elongated,0,0,1,reef-associated,0,7,6,3.049999952,3.079999924,0,40,25.8,29.3,benthic,guarders,clutch tenders,paternal
Eviota_shimadai,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_shimadai,fusiform / normal,0,0,1,reef-associated,0,7,7,1.899999976,2.99000001,0,29,25.1,29.3,benthic,guarders,clutch tenders,paternal
Eviota_sigillata,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_sigillata,elongated,0,0,1,reef-associated,0,7,7,3.660000086,3.119999886,3,20,24.7,29.3,benthic,guarders,clutch tenders,paternal
Eviota_singula,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_singula,elongated,0,0,1,reef-associated,0,7,7,1.49000001,2.940000057,7,40,25.07384615,28.5,benthic,guarders,clutch tenders,paternal
Eviota_smaragdus,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_smaragdus,fusiform / normal,0,0,1,reef-associated,0,7,7,2.809999943,3.069999933,0,40,24.7,29.3,benthic,guarders,clutch tenders,paternal
Eviota_sp,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_sp,elongated,0,0,1,reef-associated,0,7,6.880733945,2.293120004,3.012399996,4.125,23.27027027,25.07384615,28.5,benthic,guarders,clutch tenders,paternal
Eviota_sp_2,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_sp_2,elongated,0,0,1,reef-associated,0,7,6.880733945,2.293120004,3.012399996,4.125,23.27027027,25.07384615,28.5,benthic,guarders,clutch tenders,paternal
Eviota_sparsa,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_sparsa,fusiform / normal,0,0,1,reef-associated,0,7,7,2.559999943,3.049999952,0,37,25.7,29.3,benthic,guarders,clutch tenders,paternal
Eviota_spilota,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_spilota,elongated,0,0,1,demersal,0,7,6,2.559999943,3.049999952,0,9,25.2,29.3,benthic,guarders,clutch tenders,paternal
Eviota_winterbottomi,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_winterbottomi,elongated,0,0,1,reef-associated,0,7,7,2,3,0,30,28,29.2,benthic,guarders,clutch tenders,paternal
Eviota_zonura,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_zonura,fusiform / normal,0,0,1,reef-associated,1,7,6,1.700000048,2.970000029,2,17,26.7,29.3,benthic,guarders,clutch tenders,paternal
Eviota_storthynx,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_storthynx,elongated,0,0,1,reef-associated,0,8,7,3.049999952,3.079999924,0,20,24.9,29.3,benthic,guarders,clutch tenders,paternal
Glossogobius_circumspectus,Teleostei,Gobiiformes,Gobiidae,Glossogobius,Glossogobius_circumspectus,elongated,1,1,0,demersal,0,6.941176471,6.8125,35,3.789999962,5,42,23.4,28.9,pelagic,guarders,clutch tenders,paternal
Glossogobius_sandakanensis,Teleostei,Gobiiformes,Gobiidae,Glossogobius,Glossogobius_sandakanensis,fusiform / normal,1,0,0,demersal,0,6.941176471,6.8125,17.47971418,3.535428551,5,42,23.4,28.9,pelagic,guarders,clutch tenders,paternal
Glossogobius_bicirrhosus,Teleostei,Gobiiformes,Gobiidae,Glossogobius,Glossogobius_bicirrhosus,elongated,1,1,1,demersal,0,7,7,10.97999954,3.470000029,0,15,26.7,29.3,pelagic,guarders,clutch tenders,paternal
Glossogobius_celebius,Teleostei,Gobiiformes,Gobiidae,Glossogobius,Glossogobius_celebius,fusiform / normal,1,1,1,demersal,0,7,7,17.07999992,3.25,0,10,27.1,29.3,benthic,guarders,clutch tenders,paternal
Glossogobius_giuris,Teleostei,Gobiiformes,Gobiidae,Glossogobius,Glossogobius_giuris,elongated,1,1,1,benthopelagic,1,7,7,61,3.660000086,0,5,25,29.3,pelagic,guarders,clutch tenders,paternal
Mugilogobius_cavifrons,Teleostei,Gobiiformes,Gobiidae,Mugilogobius,Mugilogobius_cavifrons,elongated,1,1,1,demersal,0,7.142857143,6.714285714,4,3.289999962,0.333333333,10.55555556,23.68333333,29.16666667,benthic,guarders,clutch tenders,paternal
Mugilogobius_chulae,Teleostei,Gobiiformes,Gobiidae,Mugilogobius,Mugilogobius_chulae,elongated,1,1,1,demersal,0,7.142857143,6.714285714,4,3.349999905,1,50,25,29.1,benthic,guarders,clutch tenders,paternal
Mugilogobius_platystoma,Teleostei,Gobiiformes,Gobiidae,Mugilogobius,Mugilogobius_platystoma,fusiform / normal,1,1,1,demersal,0,7.142857143,6.714285714,6.099999905,3.470000029,1,10,25.1,29.3,benthic,guarders,clutch tenders,paternal
Oligolepis_acutipennis,Teleostei,Gobiiformes,Gobiidae,Oligolepis,Oligolepis_acutipennis,fusiform / normal,1,1,1,demersal,0,7,7,15,3.950000048,0,50,24.2,29.1,pelagic,guarders,clutch tenders,paternal
Psammogobius_biocellatus,Teleostei,Gobiiformes,Gobiidae,Psammogobius,Psammogobius_biocellatus,fusiform / normal,1,1,1,benthopelagic,0,7,7,12,3.349999905,0,3,24.2,29.3,benthic,guarders,clutch tenders,paternal
Pseudogobius_poicilosoma,Teleostei,Gobiiformes,Gobiidae,Pseudogobius,Pseudogobius_poicilosoma,elongated,1,1,1,demersal,0,7,7,6.5,3.299999952,0,6,28,29.3,benthic,guarders,clutch tenders,paternal
Redigobius_balteatus,Teleostei,Gobiiformes,Gobiidae,Redigobius,Redigobius_balteatus,fusiform / normal,1,1,1,benthopelagic,0,7,7,4.639999866,3.319999933,0,5,25.4,29.3,benthic,guarders,clutch tenders,paternal
Redigobius_bikolanus,Teleostei,Gobiiformes,Gobiidae,Redigobius,Redigobius_bikolanus,fusiform / normal,1,1,1,benthopelagic,0,7,7,4.900000095,3.269999981,0,5,22.4,29,pelagic,guarders,clutch tenders,paternal
Redigobius_tambujon,Teleostei,Gobiiformes,Gobiidae,Redigobius,Redigobius_tambujon,fusiform / normal,1,1,1,benthopelagic,0,7,7,5.489999771,3.390000105,0,5,27.4,29.4,benthic,guarders,clutch tenders,paternal
Redigobius_oyensi,Teleostei,Gobiiformes,Gobiidae,Redigobius,Redigobius_oyensi,elongated,1,0,0,demersal,0,7.125,6.875,4.840000153,3.339999914,0,14.42857143,23.7,28.38,benthic,guarders,clutch tenders,paternal
Stiphodon_percnopterygionus,Teleostei,Gobiiformes,Gobiidae,Stiphodon,Stiphodon_percnopterygionus,fusiform / normal,1,1,1,demersal,0,7,6,5.119999886,2.50999999,0,4.857142857,24.9,29.3,benthic,guarders,clutch tenders,paternal
Stiphodon_elegans,Teleostei,Gobiiformes,Gobiidae,Stiphodon,Stiphodon_elegans,elongated,1,1,1,demersal,0,7.045454545,6.916666667,6.340000153,2,0,10,24.9,29.3,benthic,guarders,clutch tenders,paternal
Stiphodon_pelewensis,Teleostei,Gobiiformes,Gobiidae,Stiphodon,Stiphodon_pelewensis,elongated,1,1,1,demersal,0,7.045454545,6.916666667,4.989999771,2.519999981,0,4.857142857,24.9,29.3,benthic,guarders,clutch tenders,paternal
Acentrogobius_moloanus,Teleostei,Gobiiformes,Gobiidae,Acentrogobius,Acentrogobius_moloanus,elongated,0,1,1,demersal,0,6.8,6.4,8.170000076,4.199999809,1,25,24.9,29.3,pelagic,guarders,nesters,paternal
Acentrogobius_caninus,Teleostei,Gobiiformes,Gobiidae,Acentrogobius,Acentrogobius_caninus,elongated,1,1,1,demersal,1,7,6,18.29999924,3.5,1,50,25.1,29,benthic,guarders,nesters,paternal
Acentrogobius_janthinopterus,Teleostei,Gobiiformes,Gobiidae,Acentrogobius,Acentrogobius_janthinopterus,elongated,1,1,1,reef-associated,0,7,6,12.5,3.410000086,0,20,25.2,29.3,benthic,guarders,nesters,paternal
Acentrogobius_nebulosus,Teleostei,Gobiiformes,Gobiidae,Acentrogobius,Acentrogobius_nebulosus,fusiform / normal,1,1,1,reef-associated,0,7,7,21.95999908,3.539999962,0,15,25,29.3,benthic,guarders,nesters,paternal
Acentrogobius_signatus,Teleostei,Gobiiformes,Gobiidae,Acentrogobius,Acentrogobius_signatus,fusiform / normal,0,0,1,demersal,0,7,7,5.5,3.230000019,0,3,25,27.6,benthic,guarders,nesters,paternal
Acentrogobius_suluensis,Teleostei,Gobiiformes,Gobiidae,Acentrogobius,Acentrogobius_suluensis,elongated,0,1,1,demersal,0,7,6,4.03000021,3.160000086,1,4,26,29.3,benthic,guarders,nesters,paternal
Amblyeleotris_arcupinna,Teleostei,Gobiiformes,Gobiidae,Amblyeleotris,Amblyeleotris_arcupinna,elongated,0,0,1,demersal,0,7,7,13.42000008,3.369999886,12,25,28.1,29.3,benthic,guarders,nesters,paternal
Amblyeleotris_fasciata,Teleostei,Gobiiformes,Gobiidae,Amblyeleotris,Amblyeleotris_fasciata,elongated,0,0,1,reef-associated,0,7,7,8,3.269999981,4,20,25.5,29.3,benthic,guarders,nesters,paternal
Amblyeleotris_fontanesii,Teleostei,Gobiiformes,Gobiidae,Amblyeleotris,Amblyeleotris_fontanesii,elongated,0,1,1,reef-associated,0,7,7,30.5,3.529999971,5,30,28.4,29.3,benthic,guarders,nesters,paternal
Amblyeleotris_guttata,Teleostei,Gobiiformes,Gobiidae,Amblyeleotris,Amblyeleotris_guttata,elongated,0,0,1,reef-associated,0,7,7,13.42000008,3.369999886,10,40,25.5,28.8,benthic,guarders,nesters,paternal
Amblyeleotris_gymnocephala,Teleostei,Gobiiformes,Gobiidae,Amblyeleotris,Amblyeleotris_gymnocephala,elongated,0,1,1,reef-associated,0,7,6,14,3.380000114,5,35,25.2,29.1,benthic,guarders,nesters,paternal
Amblyeleotris_periophthalma,Teleostei,Gobiiformes,Gobiidae,Amblyeleotris,Amblyeleotris_periophthalma,elongated,0,0,1,reef-associated,0,7,7,13.42000008,3.369999886,5,35,25.2,29.1,benthic,guarders,nesters,paternal
Amblyeleotris_randalli,Teleostei,Gobiiformes,Gobiidae,Amblyeleotris,Amblyeleotris_randalli,elongated,0,0,1,reef-associated,0,7,7,14.64000034,3.390000105,1,60,25.5,28.7,benthic,guarders,nesters,paternal
Amblyeleotris_rhyax,Teleostei,Gobiiformes,Gobiidae,Amblyeleotris,Amblyeleotris_rhyax,elongated,0,0,1,reef-associated,0,7,6,8.840000153,3.289999962,30,45,25.6,28.5,benthic,guarders,nesters,paternal
Amblyeleotris_steinitzi,Teleostei,Gobiiformes,Gobiidae,Amblyeleotris,Amblyeleotris_steinitzi,elongated,0,1,1,reef-associated,0,7,7,15.85999966,3.400000095,2,43,25.2,29,benthic,guarders,nesters,paternal
Amblyeleotris_wheeleri,Teleostei,Gobiiformes,Gobiidae,Amblyeleotris,Amblyeleotris_wheeleri,elongated,0,0,1,reef-associated,0,7,7,12.19999981,3.349999905,5,40,25.5,29.3,benthic,guarders,nesters,paternal
Amblyeleotris_yanoi,Teleostei,Gobiiformes,Gobiidae,Amblyeleotris,Amblyeleotris_yanoi,elongated,0,0,1,reef-associated,0,7,6,15.85999966,3.400000095,3,35,26.9,29,benthic,guarders,nesters,paternal
Amblygobius_buanensis,Teleostei,Gobiiformes,Gobiidae,Amblygobius,Amblygobius_buanensis,fusiform / normal,0,0,1,reef-associated,0,7,6,9.149999619,2.720000029,0,15,28.7,29.5,benthic,guarders,nesters,paternal
Amblygobius_decussatus,Teleostei,Gobiiformes,Gobiidae,Amblygobius,Amblygobius_decussatus,elongated,0,1,1,reef-associated,0,7,7,11.59000015,2.720000029,3,25,26.3,29,benthic,guarders,nesters,paternal
Amblygobius_esakiae,Teleostei,Gobiiformes,Gobiidae,Amblygobius,Amblygobius_esakiae,elongated,0,0,1,reef-associated,0,7,6,10.36999989,2.74000001,2,15,28.2,29.3,benthic,guarders,nesters,paternal
Amblygobius_linki,Teleostei,Gobiiformes,Gobiidae,Amblygobius,Amblygobius_linki,elongated,0,0,1,reef-associated,0,7,6,6.5,2.809999943,1,10,25.4,29.3,benthic,guarders,nesters,paternal
Amblygobius_nocturnus,Teleostei,Gobiiformes,Gobiidae,Amblygobius,Amblygobius_nocturnus,fusiform / normal,0,0,1,reef-associated,0,7,7,12.19999981,2.710000038,1,30,25.1,29.3,benthic,guarders,nesters,paternal
Amblygobius_phalaena,Teleostei,Gobiiformes,Gobiidae,Amblygobius,Amblygobius_phalaena,elongated,0,0,1,reef-associated,0,7,7,15,3.630000114,1.928571429,52,26.09,29.26,benthic,guarders,nesters,paternal
Amblygobius_sphynx,Teleostei,Gobiiformes,Gobiidae,Amblygobius,Amblygobius_sphynx,fusiform / normal,0,1,1,reef-associated,0,7,7,18,2.650000095,1,20,24.9,29.3,benthic,guarders,nesters,paternal
Ancistrogobius_dipus,Teleostei,Gobiiformes,Gobiidae,Ancistrogobius,Ancistrogobius_dipus,elongated,0,0,1,benthopelagic,0,7,7,5.170000076,3.180000067,15,35,25,28.9,benthic,guarders,nesters,paternal
Ancistrogobius_yanoi,Teleostei,Gobiiformes,Gobiidae,Ancistrogobius,Ancistrogobius_yanoi,elongated,0,0,1,benthopelagic,0,7,7,4.489999771,3.160000086,0,12,26.7,29.4,benthic,guarders,nesters,paternal
Arcygobius_baliurus,Teleostei,Gobiiformes,Gobiidae,Arcygobius,Arcygobius_baliurus,elongated,0,1,1,demersal,0,7,6,12.39999962,3.349999905,3,15,25.2,29.3,benthic,guarders,nesters,paternal
Asterropteryx_atripes,Teleostei,Gobiiformes,Gobiidae,Asterropteryx,Asterropteryx_atripes,elongated,0,0,1,reef-associated,0,7,6,2.670000076,3.190000057,10,25,26.7,29.3,benthic,guarders,nesters,paternal
Asterropteryx_bipunctata,Teleostei,Gobiiformes,Gobiidae,Asterropteryx,Asterropteryx_bipunctata,elongated,0,0,1,reef-associated,0,7,7,3.789999962,3.420000076,12,38,27.2,29,benthic,guarders,nesters,paternal
Asterropteryx_ensifera,Teleostei,Gobiiformes,Gobiidae,Asterropteryx,Asterropteryx_ensifera,elongated,0,1,1,reef-associated,0,7,7,3.660000086,3.400000095,6,40,26.7,29,pelagic,guarders,nesters,paternal
Asterropteryx_ovata,Teleostei,Gobiiformes,Gobiidae,Asterropteryx,Asterropteryx_ovata,elongated,0,0,1,demersal,0,7,7,3.319999933,3.339999914,15,40,25.3,29,benthic,guarders,nesters,paternal
Asterropteryx_semipunctata,Teleostei,Gobiiformes,Gobiidae,Asterropteryx,Asterropteryx_semipunctata,elongated,0,0,1,reef-associated,0,7,7,6.5,2.359999895,1,20,24.7,29.3,benthic,guarders,nesters,paternal
Asterropteryx_senoui,Teleostei,Gobiiformes,Gobiidae,Asterropteryx,Asterropteryx_senoui,fusiform / normal,0,0,1,demersal,0,7,7,3.039999962,3.279999971,15,65,24.3,28.8,benthic,guarders,nesters,paternal
Asterropteryx_sp,Teleostei,Gobiiformes,Gobiidae,Asterropteryx,Asterropteryx_sp,elongated,0,0,1,reef-associated,0,7,6.888888889,3.813333326,3.257777797,12.33333333,39.22222222,25.8125,29.125,benthic,guarders,nesters,paternal
Asterropteryx_spinosa,Teleostei,Gobiiformes,Gobiidae,Asterropteryx,Asterropteryx_spinosa,elongated,0,0,1,reef-associated,0,7,7,5.579999924,3.680000067,1,30,24.6,29.3,benthic,guarders,nesters,paternal
Asterropteryx_striata,Teleostei,Gobiiformes,Gobiidae,Asterropteryx,Asterropteryx_striata,elongated,0,0,1,reef-associated,0,7,7,2.829999924,3.400000095,6,30,27,29.3,pelagic,guarders,nesters,paternal
Bathygobius_coalitus,Teleostei,Gobiiformes,Gobiidae,Bathygobius,Bathygobius_coalitus,fusiform / normal,0,0,1,reef-associated,0,7,6,12.19999981,3.529999971,0,5,24.6,29.3,benthic,guarders,nesters,paternal
Bathygobius_cocosensis,Teleostei,Gobiiformes,Gobiidae,Bathygobius,Bathygobius_cocosensis,elongated,0,1,1,reef-associated,0,7,7,12,3.529999971,0,10,24.7,29.3,benthic,guarders,nesters,paternal
Bathygobius_cyclopterus,Teleostei,Gobiiformes,Gobiidae,Bathygobius,Bathygobius_cyclopterus,fusiform / normal,0,1,1,reef-associated,0,7,7,7.5,3.390000105,0,20,24.2,29.3,benthic,guarders,nesters,paternal
Bathygobius_fuscus,Teleostei,Gobiiformes,Gobiidae,Bathygobius,Bathygobius_fuscus,fusiform / normal,1,1,1,reef-associated,0,7,7,12,3.420000076,0,6,24.9,29.3,pelagic,guarders,nesters,paternal
Bathygobius_sp,Teleostei,Gobiiformes,Gobiidae,Bathygobius,Bathygobius_sp,elongated,0,0,1,demersal,0,7,6.894736842,9.901785646,3.452857145,0.105263158,15,24.17058824,28.92941176,benthic,guarders,nesters,paternal
Brachyamblyopus_brachysoma,Teleostei,Gobiiformes,Gobiidae,Brachyamblyopus,Brachyamblyopus_brachysoma,elongated,1,1,0,demersal,0,6.935400517,6.721030043,10.5,3.5,10.05032022,43.63948498,23.40421053,27.57671053,benthic,guarders,nesters,paternal
Bryaninops_sp,Teleostei,Gobiiformes,Gobiidae,Bryaninops,Bryaninops_sp,elongated,0,0,1,reef-associated,0,6.785714286,6.285714286,3.026249982,3.089374989,4.428571429,27.5,25.51,29.13,pelagic,guarders,nesters,paternal
Bryaninops_amplus,Teleostei,Gobiiformes,Gobiidae,Bryaninops,Bryaninops_amplus,elongated,0,0,1,reef-associated,0,7,7,5.610000134,3.200000048,1,30,24.7,28.9,pelagic,guarders,nesters,paternal
Bryaninops_erythrops,Teleostei,Gobiiformes,Gobiidae,Bryaninops,Bryaninops_erythrops,elongated,0,0,1,reef-associated,0,7,7,2.299999952,3.029999971,1,10,26.6,29.3,pelagic,guarders,nesters,paternal
Bryaninops_isis,Teleostei,Gobiiformes,Gobiidae,Bryaninops,Bryaninops_isis,elongated,1,1,1,reef-associated,0,7,7,1.830000043,2.980000019,1,15,25,29.3,pelagic,guarders,nesters,paternal
Bryaninops_loki,Teleostei,Gobiiformes,Gobiidae,Bryaninops,Bryaninops_loki,elongated,0,0,1,reef-associated,0,7,6,5.489999771,3.200000048,6,45,24.7,28.9,pelagic,guarders,nesters,paternal
Bryaninops_nexus,Teleostei,Gobiiformes,Gobiidae,Bryaninops,Bryaninops_nexus,elongated,0,0,1,reef-associated,0,7,7,2.809999943,3.069999933,3,50,26.1,28.9,pelagic,guarders,nesters,paternal
Bryaninops_tigris,Teleostei,Gobiiformes,Gobiidae,Bryaninops,Bryaninops_tigris,elongated,0,0,1,reef-associated,0,7,6,2.99000001,3.400000095,15,53,24.7,28.9,pelagic,guarders,nesters,paternal
Bryaninops_yongei,Teleostei,Gobiiformes,Gobiidae,Bryaninops,Bryaninops_yongei,elongated,0,0,1,reef-associated,0,7,7,4.269999981,3.150000095,3,45,24.8,29.1,pelagic,guarders,nesters,paternal
Bryaninops_natans,Teleostei,Gobiiformes,Gobiidae,Bryaninops,Bryaninops_natans,elongated,0,0,1,reef-associated,0,9,5,2.5,3.039999962,7,27,25.3,29.3,pelagic,guarders,nesters,paternal
Cabillus_caudimacula,Teleostei,Gobiiformes,Gobiidae,Cabillus,Cabillus_caudimacula,fusiform / normal,0,0,1,reef-associated,0,7,7,2.230000019,3.019999981,2,17,20.66666667,26.63333333,benthic,guarders,nesters,paternal
Cabillus_lacertops,Teleostei,Gobiiformes,Gobiidae,Cabillus,Cabillus_lacertops,elongated,0,0,1,reef-associated,0,7,6,4,3.130000114,1,25,24.6,29.3,benthic,guarders,nesters,paternal
Cabillus_tongarevae,Teleostei,Gobiiformes,Gobiidae,Cabillus,Cabillus_tongarevae,elongated,0,0,1,reef-associated,0,7,7,3.289999962,3.099999905,0,9,25.4,29.3,benthic,guarders,nesters,paternal
Callogobius_hastatus,Teleostei,Gobiiformes,Gobiidae,Callogobius,Callogobius_hastatus,elongated,0,1,1,reef-associated,0,6,5,7.5,3.25999999,0,10,25.8,29.3,benthic,guarders,nesters,paternal
Callogobius_sp,Teleostei,Gobiiformes,Gobiidae,Callogobius,Callogobius_sp,elongated,0,0,1,reef-associated,0,6.96,6.68,5.660625026,3.183125027,4.88,22.19230769,24.53125,28.15,benthic,guarders,nesters,paternal
Callogobius_sp_B,Teleostei,Gobiiformes,Gobiidae,Callogobius,Callogobius_sp_B,elongated,0,0,1,reef-associated,0,6.96,6.68,5.660625026,3.183125027,4.88,22.19230769,24.53125,28.15,benthic,guarders,nesters,paternal
Callogobius_clitellus,Teleostei,Gobiiformes,Gobiidae,Callogobius,Callogobius_clitellus,elongated,0,0,1,reef-associated,0,7,6,6.099999905,3.220000029,3,22,27.1,29.3,benthic,guarders,nesters,paternal
Callogobius_hasseltii,Teleostei,Gobiiformes,Gobiidae,Callogobius,Callogobius_hasseltii,elongated,1,1,1,reef-associated,0,7,7,7.300000191,3.130000114,1,15,24.6,29.2,benthic,guarders,nesters,paternal
Callogobius_maculipinnis,Teleostei,Gobiiformes,Gobiidae,Callogobius,Callogobius_maculipinnis,elongated,0,0,1,reef-associated,0,7,7,6.800000191,3.24000001,3,37,26.9,29,benthic,guarders,nesters,paternal
Callogobius_producta,Teleostei,Gobiiformes,Gobiidae,Callogobius,Callogobius_producta,fusiform / normal,0,0,1,reef-associated,0,7,6,7,3.24000001,0,20,28.3,29.3,benthic,guarders,nesters,paternal
Callogobius_sclateri,Teleostei,Gobiiformes,Gobiidae,Callogobius,Callogobius_sclateri,elongated,0,0,1,reef-associated,0,7,7,7,3.24000001,1,37,24.7,28.9,benthic,guarders,nesters,paternal
Callogobius_sheni,Teleostei,Gobiiformes,Gobiidae,Callogobius,Callogobius_sheni,fusiform / normal,0,0,1,demersal,0,7,7,3.460000038,3.109999895,4.88,15,24.53125,28.15,benthic,guarders,nesters,paternal
Callogobius_stellatus,Teleostei,Gobiiformes,Gobiidae,Callogobius,Callogobius_stellatus,elongated,1,1,0,demersal,0,7,6,4.300000191,3.150000095,0,10,24.53125,28.15,benthic,guarders,nesters,paternal
Cristatogobius_lophius,Teleostei,Gobiiformes,Gobiidae,Cristatogobius,Cristatogobius_lophius,elongated,0,1,1,demersal,0,7,7,6.21999979,3.220000029,0,12,26.1,29.3,benthic,guarders,nesters,paternal
Cryptocentroides_insignis,Teleostei,Gobiiformes,Gobiidae,Cryptocentroides,Cryptocentroides_insignis,elongated,0,1,1,reef-associated,0,7,7,8.600000381,3.279999971,2,10,27.4,29.3,benthic,guarders,nesters,paternal
Cryptocentrus_nanus,Teleostei,Gobiiformes,Gobiidae,Cryptocentrus,Cryptocentrus_nanus,elongated,0,0,1,benthopelagic,0,5,5,2.849999905,3.069999933,8,11,26.00526316,29.25789474,benthic,guarders,nesters,paternal
Cryptocentrus_sp,Teleostei,Gobiiformes,Gobiidae,Cryptocentrus,Cryptocentrus_sp,elongated,0,0,1,reef-associated,0,6.913043478,6.391304348,10.88743594,3.311025601,5.730769231,20.88461538,26.00526316,29.25789474,benthic,guarders,nesters,paternal
