"","X5","X6","X8","X24","X29"
"401","Sargocentron","tiere","Sargocentron tiere","1-183m","1"
"402","Sargocentron","tiereoides","Sargocentron tiereoides","6-≥91m","1"
"403","Sargocentron","violaceum","Sargocentron violaceum","1-≥91m","1"
"404","Sargocentron","diadema","Sargocentron Neoniphon diadema","1-77m","1"
"405","Sargocentron","ittodai","Sargocentron Neoniphon ittodai","5-70m","1"
"406","Sargocentron","microstoma","Sargocentron Neoniphon microstoma","1-183m","1"
"407","Sargocentron","punctatissimum","Sargocentron Neoniphon punctatissimum","0-183m","1"
"408","Cyttopsis","rosea","Cyttopsis rosea","35-600m;Atl.",NA
"409","Grammicolelepis","brachyusculus","Grammicolelepis brachyusculus","ca200-800m","x"
"410","Dactyloptena","orientalis","Dactyloptena orientalis","1-185m","1"
"411","Dactyloptena","peterseni","Dactyloptena peterseni","20-250(≥348)m",NA
"412","Eurypegasus","draconis","Eurypegasus draconis","1-91m","1"
"413","Solenostomus","cyanopterus","Solenostomus cyanopterus","0.5-25m","1"
"414","Solenostomus","halimeda","Solenostomus halimeda","1-25m","1"
"415","Solenostomus","paradoxus","Solenostomus paradoxus","1-55m","1"
"416","Hippocampus","bargibanti","Hippocampus bargibanti","10-88m","?"
"417","Hippocampus","denise","Hippocampus denise","10-84m","1"
"418","Hippocampus","histrix","Hippocampus histrix","6-70m",NA
"419","Hippocampus","kuda","Hippocampus kuda","0-110m","1"
"420","Hippocampus","unid. Spp.",NA,NA,NA
"421","Acentronura","gracilissima","Acentronura gracilissima","20-30m","1"
"422","Bhanotia","nuda","Bhanotia nuda","0-3m","1"
"423","Bulbonaricus","brauni","Bulbonaricus brauni",".6-15m","1"
"424","Choeroichthys","brachysoma","Choeroichthys brachysoma","1-42m","1"
"425","Choeroichthys","sculptus","Choeroichthys sculptus","0-6m","1"
"426","Corythoichthys","amplexus","Corythoichthys amplexus","1-31m","1"
"427","Corythoichthys","intestinalis",NA,"1-15m","?"
"428","Corythoichthys","conspicillatus","Corythoichthys conspicillatus","1-25m","1"
"429","Corythoichthys","haematopterus","Corythoichthys haematopterus","1-21m","1"
"430","Corythoichthys","nigripectus","Corythoichthys nigripectus","5-30m",NA
"431","Corythoichthys","ocellatus","Corythoichthys ocellatus","1-25m","1"
"432","Corythoichthys","polynotatus","Corythoichthys polynotatus","1-5m","1"
"433","Corythoichthys","schultzi","Corythoichthys schultzi","1-30m","1"
"434","Corythoichthys","unid. spp.",NA,NA,NA
"435","Corythoichthys","intestinalis","Corythoichthys waitei","1m","1"
"436","Cosmocampus","banneri","Cosmocampus banneri","3-30m","1"
"437","Cosmocampus","darrosanus","Cosmocampus darrosanus",NA,"1"
"438","Cosmocampus","maxweberi","Cosmocampus maxweberi","<4-60m","?"
"439","Doryrhamphus","janssi","Doryrhamphus jansii","1-35m","1"
"440","Doryrhamphus","excisus","Doryrhamphus melanopleura","1-49m","1"
"441","Doryrhamphus","negrosensis","Doryrhamphus negrosensis","1-20m","1"
"442","Dunckerocampus","dactyliophorus","Dunckerocampus dactyliophorus","1-57m","1"
"443","Dunckerocampus","naia","Dunckerocampus naia","15-40m",NA
"444","Festucalex","gibbsi","Festucalex gibbsi","20-91m","1"
"445","Halicampus","boothae","Halicampus boothae","0.3-30m","1"
"446","Halicampus","brocki","Halicampus brocki","2-45m","1"
"447","Halicampus","dunckeri","Halicampus dunckeri","1-28m","1"
"448","Halicampus","macrorhynchus","Halicampus macrorhynchus","1-180+m","1"
"449","Halicampus","mataafae","Halicampus mataafae","0-15m","1"
"450","Halicampus","nitidus","Halicampus nitidus","1-25m","1"
"451","Halicampus","spinirostris","Halicampus spinirostris","1-10m, tidepools",NA
"452","Hippichthys","cyanospilos","Hippichthys cyanospilus","1-25m","1"
"453","Hippichthys","heptagonus","Hippichthys heptagonus","0-3m","1"
"454","Hippichthys","spicifer","Hippichthys spicifer","0-3m","1"
"455","Ichthyocampus","bikiniensis","Ichthyocampus bikiniensis","0-18m",NA
"456","Micrognathus","andersonii","Micrognathus andersonii","tidepools-10m","1"
"457","Micrognathus","pygmaeus","Micrognathus pygmaeus","1-12m","1"
"458","Microphis","leiaspis","Microphis Oostethus leiaspis",NA,"1"
"459","Lophocampus","brevidorsalis","Microphis brevidorsalis","0-2m","1"
"460","Lophocampus","retzii","Microphis Lophocampus retzii","0-5m","1"
"461","Microphis","brachyurus","Microphis brachyurus","0-5m","1"
"462","Microphis","manadensis","Microphis Oostethus manadensis","0-5m","1"
"463","Minyichthys","brachyrhinus","Minyichthys brachyrhinus","72-137m","1"
"464","Minyichthys","myersi","Minyichthys myersi","6-35m",NA
"465","Phoxocampus","belcheri","Phoxocampus belcheri","0-25m",NA
"466","Phoxocampus","diacanthus","Phoxocampus diacanthus","5-40m","1"
"467","Syngnathoides","biaculeatus","Syngnathoides biaculeatus","0.5-15m","1"
"468","Trachyrhamphus","bicoarctata","Trachyrhamphus bicoarctata","1-42m",NA
"469","Aulostomus","chinensis","Aulostomus chinensis","1-150m","1"
"470","Fistularia","commersonii","Fistularia commersoni","1-296m","1"
"471","Fistularia","petimba","Fistularia petimba","10-250m; Nihoa to Ladd","1"
"472","Aeoliscus","strigatus","Aeoliscus strigatus","1-42m","1"
"473","Centriscus","scutatus","Centriscus scutatus","2-80m","1"
"474","Lioscorpius","longiceps","Lioscorpius longiceps","170(256)-402m",NA
"475","Bembradium","roseum","Bembradium roseum","138-800m",NA
"476","Bembradium",NA,NA,"138-800m",NA
"477","1","Subfamily Scorpaeninae",NA,NA,NA
"478","Idiaston","pacificum","Idiaston pacificum","267-430m",NA
"479","Neomerinthe","spp",NA,"191-300m Van; 245-400m Wallis; 2? spp 293-448 m Marianas",NA
"480","Parascorpaena","armata","Parascorpaena armata","1-20m","?"
"481","Parascorpaena","mcadamsi","Parascorpaena mcadamsi","3-70m","1"
"482","Parascorpaena","moultoni","Parascorpaena moultoni","1-20m",NA
"483","Pontinus","rhodochrous","Pontinus rhodochrous","20-369m","x"
"484","Pontinus","sp. cf. nigerimum Eschmeyer",NA,NA,NA
"485","Pontinus","unid. spp.  Ch@44-150m",NA,NA,"x"
"486","Pteroidichthys","amboinensis","Pteroidichthys amboinensis","3-43m",NA
"487","Rhinopias","frondosa","Rhinopias frondosa","10-297m","    "
"488","Scorpaena","pepo","Scorpaena pepo","110-200m(315-346m Marianas)",NA
"489","Scorpaena","spp.",NA,NA,NA
"490","Scorpaenodes","albaiensis","Scorpaenodes albaiensis","0-40m","1"
"491","Scorpaenodes","guamensis","Scorpaenodes guamensis","0-30m","1"
"492","Scorpaenodes","hirsutus","Scorpaenodes hirsutus","1-54m","1"
"493","Scorpaenodes","kelloggi","Scorpaenodes kelloggi","1-52m","1"
"494","Scorpaenodes","minor","Scorpaenodes minor","1-52m","1"
"495","Scorpaenodes","parvipinnis","Scorpaenodes parvipinnis","1-46m","1"
"496","Scorpaenodes","quadrispinosus","Scorpaenodes quadrispinosus","0-12m","1"
"497","Scorpaenodes","varipinnis","Scorpaenodes varipinnis","0-15(200)m","1"
"498","Scorpaenopsis","cotticeps","Scorpaenopsis cotticeps","15-70m","1"
"499","Scorpaenopsis","diabolus","Scorpaenopsis diabolus","1-70m","1"
"500","Scorpaenopsis","macrochir","Scorpaenopsis macrochir","0.3-80m","1"
"501","Scorpaenopsis","oxycephalus","Scorpaenopsis oxycephala","1-43(60)m","1"
"502","Scorpaenopsis","papuensis","Scorpaenopsis papuensis","1-42m","1"
"503","Scorpaenopsis","possi","Scorpaenopsis possi","1-40m","1"
"504","Scorpaenopsis","ramaraoi","Scorpaenopsis ramaraoi","1-60m","1"
"505","Scorpaenopsis","unid. spp.",NA,"150-200m",NA
"506","Scorpaenopsis","venosa","Scorpaenopsis venosa","2-95m","?"
"507","Scorpaenopsis","vittapinna","Scorpaenopsis vittapinna","2.5-28m","1"
"508","Sebastapistes","cyanostigma","Sebastapistes cyanostigma","0.5-30m","1"
"509","Sebastapistes","fowleri","Sebastapistes fowleri","1-61m","1"
"510","Sebastapistes","galactacma","Sebastapistes galactacma","8-64m",NA
"511","Sebastapistes","mauritiana","Sebastapistes mauritiana","1-10m",NA
"512","Sebastapistes","sp","Sebastapistes sp",NA,"1"
"513","Sebastapistes","strongia","Sebastapistes strongia","1-37m(10-60m)","1"
"514","Sebastapistes","tinkhami","Sebastapistes tinkhami","1-30m",NA
"515","Taenianotus","triacanthus","Taenianotus triacanthus","1-134m","1"
"516","Dendrochirus","biocellatus","Dendrochirus biocellatus","1-50m","1"
"517","Dendrochirus","brachypterus","Dendrochirus brachypterus","0.3-180m","e"
"518","Dendrochirus","spp.",NA,NA,NA
"519","Dendrochirus","zebra","Dendrochirus zebra","1-80m","1"
"520","Pterois","antennata","Pterois antennata","1-110m","1"
"521","Pterois","radiata","Pterois radiata","1-30m(65m)","1"
"522","Pterois","volitans","Pterois volitans","0.2-175(300)m","1"
"523","Caracanthus","maculatus","Caracanthus maculatus","1-20+m","1"
"524","Caracanthus","unipinna","Caracanthus unipinna","1-33m","1"
"525","Ablabys","taenianotus","Ablabys taenianotus","1-20m; 194m PI","1"
"526","Tetraroge","barbata","Tetraroge barbata","0-10m","1"
"527","Synanceia","verrucosa","Synanceia verrucosa","0.3-45m","1"
"528","Inimicus","didactylus","Inimicus didactylus","1-80m","1"
"529","Cocotropus","larvatus","Cocotropus larvatus","1-40m","1"
"530","Paraploactis","obbesi","Paraploactis obbesi","3-15m","1"
"531","Parapterygotrigla","megalops","Parapterygotrigla megalops","335-454m",NA
"532","Parapterygotrigla","multiocellata","Parapterygotrigla multiocellata","178(WA)-379m",NA
"533","Peristedion","liorhynchus","Peristedion liorhynchus","140-540m",NA
"534","Satyrichthys","rieffeli","Satyrichthys rieffeli","65-600m",NA
"535","Scalicus","engyceros","Scalicus engyceros","101-660m",NA
"536","1","PLATYCEPHALIDAE (FLATHEADS)",NA,"protandrous",NA
"537","Cociella","punctata","Cociella punctata","1-300m","1"
"538","Cymbacephalus","beauforti","Cymbacephalus beauforti","1-33m","1"
"539","Onigocia","bimaculata","Onigocia bimaculata","3-30m",NA
"540","Rogadius","welanderi","Rogadius welanderi","5-124(40)m",NA
"541","Sunagocia","arenicola","Sunagocia arenicola","1-30m","1"
"542","Sunagocia","otaitensis","Sunagocia otaitensis","1-40m","1"
"543","Thysanophrys","chiltonae","Thysanophrys chiltonae","1-86(54)m","1"
"544","unid","unid spp",NA,NA,NA
"545","Eutherapon","theraps","Eutherapon theraps","0-20m(30-60m)",NA
"546","Leiopotherapon","plumbeus","Leiopotheropon plumbeus",NA,"1"
"547","Terapon","jarbua","Terapon jarbua","0-5m(20-100m)","1"
"548","Kuhlia","marginata","Kuhlia marginata","0-2m","1"
"549","Kuhlia","mugil","Kuhlia mugil","0-5m","1"
"550","Kuhlia","rupestris","Kuhlia rupestris","1-2m","1"
"551","Kuhlia","sandvicensis","Kuhlia sandvicensis","1-22m",NA
"552","Oplegnathus","punctatus","Oplegnathus punctatus","3-135m",NA
"553","Kyphosus","bigibbus","Kyphosus bigibbus","1-42m",NA
"554","Kyphosus","cinerascens","Kyphosus cinerascens","1-40m","1"
"555","Kyphosus","sectatrix","Kyphosus sectatrix","0-30m",NA
"556","Kyphosus","vaigiensis","Kyphosus vaigiensis","1-40m","1"
"557","Kyphosus","ocyurus","Kyphosus Sectator ocyurus","1-20m","1"
"558","Amblycirrhitus","bimacula","Amblycirrhitus bimacula","2-20m","1"
"559","Cirrhitichthys","aprinus","Cirrhitichthys aprinus","5-75m","1"
"560","Cirrhitichthys","falco","Cirrhitichthys falco","1-46m","1"
"561","Cirrhitichthys","oxycephalus","Cirrhitichthys oxycephalus","1-40m","1"
"562","Cirrhitops","hubbardi","Cirrhitops hubbardi","6-12m",NA
"563","Cirrhitus","pinnulatus","Cirrhitus pinnulatus pinnulatus","1-23m, us<3m","1"
"564","Cyprinocirrhites","polyactis","Cyprinocirrhites polyactis","10-132m","1"
"565","Isocirrhitus","sexfasciatus","Isocirrhitus sexfasciatus","0-3m",NA
"566","Neocirrhites","armatus","Neocirrhites armatus","1-10m","1"
"567","Oxycirrhites","typus","Oxycirrhites typus","10-123m","1"
"568","Paracirrhites","arcatus","Paracirrhites arcatus","1-91m","1"
"569","Paracirrhites","forsteri","Paracirrhites forsteri","1-63m","1"
"570","Paracirrhites","hemistictus","Paracirrhites hemistictus","1-20m","1"
"571","Pteropsaron","longipinnis","Pteropsaron longipinnis","40-90m","1"
"572","Pteropsaron","springeri","Pteropsaron springeri","18-73m","1"
"573","Pteropsaron",NA,NA,"256m",NA
"574","Chalixodytes","tauensis","Chalixodytes tauensis","1-10m","1"
"575","Limnichthys","nitidus","Limnichthys nitidus","4-20m","1"
"576","Parapriacanthus","ransonneti","Parapriacanthus ransonneti","3-162m","1"
"577","Pempheris","externidens","Pempheris externidens","1-4m",NA
"578","Pempheris","oualensis","Pempheris oualensis","1-38m","1"
"579","Pempheris","schwenkii","Pempheris schwenkii","1-40m","1"
"580","Pempheris","vanicolensis","Pempheris vanicolensis","1-40m","1"
"581","Parascombrops","argyreus","Parascombrops argyreus","75-630m",NA
"582","Pentaceros","wheeleri","Pentaceros wheeleri","j20mMidway;146-500m",NA
"583","Epigonus","cavaticus","Epigonus cavaticus","20m","1"
"584","Epigonus","unid sp Marianas",NA,NA,NA
"585","Epigonus","unid sp Marianas",NA,NA,NA
"586","Epigonus","unid sp Marianas",NA,NA,NA
"587","Epigonus","unid spA Marianas",NA,"350-526m",NA
"588","Symphysanodon","katayamai","Symphysanodon katayamai","91(60)-183(258)m","1"
"589","Symphysanodon","maunaloae","Symphysanodon maunaloae","80-500m",NA
"590","Symphysanodon","sp Pohnpei Coleman et al 2018",NA,"81-100m",NA
"591","Symphysanodon","typus","Symphysanodon typus","80-320m","1"
"592","Ambassis","buruensis","Ambassis buruensis","0-2m","1"
"593","Ambassis","interrupta","Ambassis interrupta","0-2m","1"
"594","Ambassis","nalua","Ambassis nalua","seagrass","1"
"595","Luzonichthys","earlei","Luzonichthys earlei","45-205m",NA
"596","Luzonichthys","seaver","Luzonichthys seaver","90-100m",NA
"597","Luzonichthys","waitei","Luzonichthys waitei","1-55m","1"
"598","Luzonichthys","whitleyi","Luzonichthys whitleyi","5-38m","1"
"599","Odontanthias","borbonius","Odontanthias borbonius","92-300m; 40-50m IOP;80m Ogas","1"
"600","Odontanthias","katayamai","Odontanthias katayamai","j 60m Izu-Oshima;150m;177-300m; Oshima 65m",NA
"601","Odontanthias","n sp A Marianas Am Sam",NA,"319-355m",NA
"602","Odontanthias","unid. spp.",NA,"100m",NA
"603","Odontanthias","unimaculatus","Odontanthias unimaculatus","179-280m",NA
"604","Plectranthias","fourmanoiri","Plectranthias fourmanoiri","5-44m","1"
"605","Plectranthias","kamii","Plectranthias kamii","183-394m","1"
"606","Plectranthias","longimanus","Plectranthias longimanus","1-75m","1"
"607","Plectranthias","nanus","Plectranthias nanus","6-65m","1"
"608","Plectranthias","parini","Plectranthias parini","150-272m","x?"
"609","Plectranthias","rubrifasciatus","Plectranthias rubrifasciatus","100-338m",NA
"610","Plectranthias","sp","Plectranthias sp",NA,"2?"
"611","Plectranthias","wheeleri","Plectranthias wheeleri","100-236m",NA
"612","Plectranthias","winniensis","Plectranthias winniensis","20-58m","1"
"613","Plectranthias","xanthomaculatus","Plectranthias xanthomaculatus","200-223m",NA
"614","Nemanthias","bartlettorum","Pseudanthias bartlettorum","4-30m","1"
"615","Nemanthias","bicolor","Pseudanthias bicolor","5-104m","1"
"616","Pseudanthias","calloura","Pseudanthias calloura","53-88m","1"
"617","Pseudanthias","engelhardi","Pseudanthias engelhardi","45mRyuk;25-33mKashiwa-jima","1"
"618","Pseudanthias","charleneae","Pseudanthias charleneae","30-77m","?"
"619","Pseudanthias","cooperi","Pseudanthias cooperi","5-60m(55-100m)","1"
"620","Nemanthias","dispar","Pseudanthias dispar","1-46m","1"
"621","Pseudanthias","fasciatus","Pseudanthias fasciatus","20-155m","1"
"622","Pyronotanthias","flavoguttatus","Pseudanthias flavoguttatus","20-≥111m","1"
"623","Pseudanthias","huchtii","Pseudanthias huchtii","1-69m","1"
"624","Pseudanthias","hutomoi","Pseudanthias hutomoi","20-100m(20m Solor, us>40)","1"
"625","Pseudanthias","hypselosoma","Pseudanthias hypselosoma","2-60m","1"
"626","Pyronotanthias","lori","Pseudanthias lori","7-70m","1"
"627","Pseudanthias","luzonensis","Pseudanthias luzonensis","12-112m","1"
"628","Pseudanthias","olivaceus","Pseudanthias olivaceus","1-34m",NA
"629","Pyronotanthias","parvirostris","Pseudanthias parvirostris","17-70m(us>40,17m s Jap)","1"
"630","Mirolabrichthys","pascalus","Pseudanthias pascalus","5-≥61m","1"
"631","Pseudanthias","pleurotaenia","Pseudanthias pleurotaenia","6-180m","1"
"632","Pseudanthias","randalli","Pseudanthias randalli","10-120m(us>25m)","1"
"633","Pseudanthias","rubrizonatus","Pseudanthias rubrizonatus","3-133m; us. 15+m","1"
"634","Pseudanthias","rubrolineatus","Pseudanthias rubrolineatus","55-400m(25m s. Jap)",NA
"635","Pyronotanthias","smithvanizi","Pseudanthias smithvanizi","<6-≥101m","1"
"636","Pseudanthias","spp. (4, all dp)",NA,NA,NA
"637","Pseudanthias","squamipinnis","Pseudanthias squamipinnis","1-100m","1"
"638","Pseudanthias","tequila","Pseudanthias tequila","25-60m","?"
"639","Mirolabrichthys","tuka","Pseudanthias tuka","2-120m","1"
"640","Pseudanthias","ventralis","Pseudanthias ventralis","26-120m(17m Izu Is)",NA
"641","Rabaulichthys","cf altipinnis Micronesia",NA,"25mKwaj;37-46m;60mGuam",NA
"642","Selenanthias","myersi","Selenanthias myersi","110-220m",NA
"643","Serranocirrhitus","latus","Serranocirrhitus latus","10-90m","1"
"644","Tosanoides","annepatrice","Tosanoides annepatrice","115–150 m","1"
"645","Tosanoides","flavofasciatus","Tosanoides flavofasciatus","40-105m150-157 m Tonga R","1"
"646","Tosanoides","sp","Tosanoides sp","?","1"
"647","Cephalopholis","argus","Cephalopholis argus","1-73m","1"
"648","Cephalopholis","aurantia","Cephalopholis aurantia","13-300m(us>80m)","1"
"649","Cephalopholis","boenak","Cephalopholis boenack","1-64m","1"
"650","Cephalopholis","cyanostigma","Cephalopholis cyanostigma","1-50m","1"
"651","Cephalopholis","igarashiensis","Cephalopholis igarashiensis","64-250m","1"
"652","Cephalopholis","leopardus","Cephalopholis leopardus","3-40m","1"
"653","Cephalopholis","microprion","Cephalopholis microprion","2-30m","1"
"654","Cephalopholis","miniata","Cephalopholis miniata","2-150m","1"
"655","Cephalopholis","polleni","Cephalopholis polleni","10-120m","1"
"656","Cephalopholis","sexmaculata","Cephalopholis sexmaculata","6-150m","1"
"657","Cephalopholis","sonnerati","Cephalopholis sonnerati","3-150m","1"
"658","Cephalopholis","spiloparaea","Cephalopholis spiloparaea","16-108m","1"
"659","Cephalopholis","urodeta","Cephalopholis urodeta","1-60m","1"
"660","Aethaloperca","rogaa","Cephalopholis Aethaloperca rogaa","1-71m","1"
"661","Gracila","albomarginata","Cephalopholis Gracila albomarginata","5-120m(200+)","1"
"662","Epinephelus","chlorostigma","Epinephelus chlorostigma",">32-280m","1"
"663","Epinephelus","coeruleopunctatus","Epinephelus coeruleopunctatus","2-25m","1"
"664","Epinephelus","coioides","Epinephelus coioides","1-100m","1"
"665","Epinephelus","corallicola","Epinephelus corallicola","3-20m","1"
"666","Epinephelus","cyanopodus","Epinephelus cyanopodus","2-150m","1"
"667","Epinephelus","fasciatus","Epinephelus fasciatus","1-160m; Ag","1"
"668","Epinephelus","fuscoguttatus","Epinephelus fuscoguttatus","1-60m","1"
"669","Epinephelus","hexagonatus","Epinephelus hexagonatus","3-30m","1"
"670","Epinephelus","howlandi","Epinephelus howlandi","1-37m","1"
"671","Epinephelus","lanceolatus","Epinephelus lanceolatus","1-100m; HI 12-61m","1"
"672","Epinephelus","macrospilos","Epinephelus macrospilos","3-44m","1"
"673","Epinephelus","maculatus","Epinephelus maculatus","2-100m","1"
"674","Epinephelus","malabaricus","Epinephelus malabaricus","1-150m","1"
"675","Epinephelus","melanostigma","Epinephelus melanostigma","1-30m","1"
"676","Epinephelus","merra","Epinephelus merra","1-50m","1"
"677","Epinephelus","miliaris","Epinephelus miliaris","1-16mj; 18-180m ad","1"
"678","Epinephelus","ongus","Epinephelus ongus","5-60m","1"
"679","Epinephelus","polyphekadion","Epinephelus polyphekadion","2-46m(65-70m KLR pc)","1"
"680","Epinephelus","retouti","Epinephelus retouti","22j; 70-220m","1"
"681","Epinephelus","socialis","Epinephelus socialis","tidepools-3m; 10m?",NA
"682","Epinephelus","spilotoceps","Epinephelus spilotoceps","1-150m","1"
"683","Epinephelus","suborbitalis","Epinephelus suborbitalis","360-570mK-P Ridge",NA
"684","Epinephelus","tauvina","Epinephelus tauvina","0-150m(300)","1"
"685","Anyperodon","leucogrammicus","Epinephelus Anyperodon leucogrammicus","3-80m","1"
"686","Chromileptes","altivelis","Epinephelus Cromileptes altivelis","1-40m","1"
"687","Hyporthodus","octofasciatus","Hyporthodus octofasciatus","30-370m","1"
"688","Epinephelus","morrhua","Mycteroperca morrhua","80-370m;20-50m G Aden?","1"
"689","Plectropomus","areolatus","Plectropomus areolatus","2-50m","1"
"690","Plectropomus","laevis","Plectropomus laevis","4-90m","1"
"691","Plectropomus","leopardus","Plectropomus leopardus","3-100m","1"
"692","Plectropomus","maculatus","Plectropomus maculatus","2-100m","?"
"693","Plectropomus","oligacanthus","Plectropomus oligacanthus","4-147m","1"
"694","Plectropomus","powelli","Plectropomus powelli","140-367m",NA
"695","Variola","albimarginata","Variola albimarginata","2-200m","1"
"696","Variola","louti","Variola louti","2-240m(300)","1"
"697","Liopropoma","aurora","Liopropoma aurora","21-183m",NA
"698","Liopropoma","incandescens ","Liopropoma incandescens","130m",NA
"699","Liopropoma","lemniscatum","Liopropoma lemniscatum","55-80m","1"
"700","Liopropoma","lunulatum","Liopropoma lunulatum","100-350m",NA
"701","Liopropoma","maculatum","Liopropoma maculatum","100-400m; HI 220-280m",NA
"702","Liopropoma","mitratum","Liopropoma mitratum","3-46m","1"
"703","Liopropoma","multilineatum","Liopropoma multilineatum","20-46m","1"
"704","Liopropoma","sp","Liopropoma sp",NA,"1"
"705","Liopropoma","sp B","Liopropoma sp B",NA,"1"
"706","Liopropoma","n. sp. C (Greene)",NA,"143m",NA
"707","Liopropoma","pallidum","Liopropoma pallidum","15-40m",NA
"708","Liopropoma","susumi","Liopropoma susumi","2-100m","1"
"709","Liopropoma","tonstrinum","Liopropoma tonstrinum","11-50m","1"
"710","Aulacocephalus","temminckii","Aulacocephalus temminckii","10-470m(114-143m Palau)","1"
"711","Belonoperca","chabanaudi","Belonoperca chabanaudi","4-50m","1"
"712","Belonoperca","pylei","Belonoperca pylei","68-122m",NA
"713","Diploprion","bifasciatum","Diploprion bifasciatum","1-100m","1"
"714","Grammistes","sexlineatus","Grammistes sexlineatus",".5-40(130)m","1"
"715","Grammistops","ocellatus","Grammistops ocellatus","5-30m","1"
"716","Pogonoperca","punctata","Pogonoperca punctata","10-216m","1"
"717","Aporops","bilinearis","Aporops bilinearis","1-15m","1"
"718","Pseudogramma","astigma","Pseudogramma astigma","10-46m",NA
"719","Pseudogramma","brederi","Pseudogramma brederi","1-15m",NA
"720","Pseudogramma","pectoralis","Pseudogramma pectoralis","20-52m","1"
"721","Pseudogramma","polyacantha","Pseudogramma polyacantha","1-64m","1"
"722","Suttonia","lineata","Suttonia lineata","6-44m",NA
"723","Grammatonotus","ambiortus","Grammatonotus ambiortus","350-600 m",NA
"724","Grammatonotus","cf laysanus","Grammatonotus laysanus","255-299m","x"
"725","Grammatonotus","macrophthalmus","Grammatonotus macrophthalmus","330-440(362-248m Marianas)",NA
"726","Grammatonotus","pelipel","Grammatonotus pelipel","136-151m",NA
"727","Grammatonotus","sp C Palau S Lindfield",NA,"285-315m","x"
"728","Grammatonotus","sp E Palau S Lindfield",NA,"255-271m","x"
"729","Grammatonotus","sp G Palau S Lindfield",NA,"267-268m","x"
"730","Grammatonotus","xanthostigma","Grammatonotus xanthostigma","137-142m; 321m Eifuku",NA
"731","Manonichthys","polynemus","Manonichthys polynemus","2-50m","1"
"732","Pictichromis","paccagnellorum","Pictichromis paccagnellae","1-70m","1"
"733","Pictichromis","porphyrea","Pictichromis porphyrea","3-65m","1"
"734","Pseudochromis","bitaeniatus","Pseudochromis bitaeniatus","2-38m","1"
"735","Pseudochromis","cyanotaenia","Pseudochromis cyanotaenia","0-30m","1"
"736","Pseudochromis","fuscus","Pseudochromis fuscus","1-30m","1"
"737","Pseudochromis","marshallensis","Pseudochromis marshallensis","0.5-30m","1"
"738","Pseudochromis","moorei","Pseudochromis moorei","10-40m","?"
"739","Pseudochromis","pylei","Pseudochromis pylei","40-87m","1"
"740","Pseudochromis","spp.",NA,NA,NA
"741","Pseudochromis","tapeinosoma","Pseudochromis tapeinosoma","0-12(30)m","1"
"742","Amsichthys","knighti","Amsichthys knighti","1-35m","1"
"743","Lubbockichthys","cf multisquamatus Agrihan, Saipan",NA,NA,NA
"744","Lubbockichthys","multisquamatus","Lubbockichthys multisquamatus","12-60m",NA
"745","Lubbockichthys","myersi","Lubbockichthys myersi","29-40m",NA
"746","Lubbockichthys","sp cf tanakai Kwajalein",NA,NA,NA
"747","Lubbockichthys","sp","Lubbockichthys sp",NA,"1"
"748","Lubbockichthys","unid/n sp Ulithi Allen 2007; Chuuk Allen 2008",NA,NA,NA
"749","Pseudoplesiops","annae","Pseudoplesiops annae","4-113m","1"
"750","Pseudoplesiops","immaculatus","Pseudoplesiops immaculatus","1-20m,40m?","1"
"751","Pseudoplesiops","revellei","Pseudoplesiops revellei","2-31m",NA
"752","Pseudoplesiops","rosae","Pseudoplesiops rosae","1-20m, exp. Seaward rfs","1"
"753","Pseudoplesiops","typus","Pseudoplesiops typus","1-30m","1"
"754","Pseudoplesiops","wassi","Pseudoplesiops wassi","10-46m(1-60m)",NA
"755","Calloplesiops","altivelis","Calloplesiops altivelis","1-≥101m","1"
"756","Plesiops","cephalotaenia","Plesiops cephalotaenia","1-12m","1"
"757","Plesiops","coeruleolineatus","Plesiops coeruleolineatus","0-23m","1"
"758","Plesiops","corallicola","Plesiops corallicola","0-23m","1"
"759","Plesiops","gracilis","Plesiops gracilis","1-16m","1"
"760","Plesiops","oxycephalus","Plesiops oxycephalus","0-15m","1"
"761","Plesiops","verecundus","Plesiops verecundus","1-30m","1"
"762","Steeneichthys","plesiopsus","Steeneichthys plesiopsus","2-40m","1"
"763","Acanthoplesiops","hiatti","Acanthoplesiops hiatti","1-20m",NA
"764","Opistognathus","solorensis","Opistognathus solorensis","0-35m","1"
"765","Opistognathus","variabilis","Opistognathus variabilis","0.5-95m","1"
"766","Opistognathus","wassi","Opistognathus wassi","5-60m","1"
"767","Cookeolus","japonicus","Cookeolus japonicus","12-400m; 55-306mHI,33-400Ar.S.","1"
"768","Heteropriacanthus","cruentatus","Heteropriacanthus carolinus","2-20m(20-200m)","1"
"769","Priacanthus","alalaua","Priacanthus alalaua","8-296m; HI16-223m; us.>100m",NA
"770","Priacanthus","blochii","Priacanthus blochii","10-134m","1"
"771","Priacanthus","hamrur","Priacanthus hamrur","3-162m(20-250m)","1"
"772","Pristigenys","meyeri","Pristigenys meyeri","100-200m",NA
"773","Pristigenys","refulgens","Pristigenys refulgens","15-350m",NA
"774","Amioides","polyacanthus","Amioides polyacanthus","70-276m","1"
"775","Holapogon","maximus","Holapogon maximus",NA,"1"
"776","Apogon","crassiceps","Apogon crassiceps","1-60m","1"
"777","Apogon","dianthus","Apogon dianthus","7-27m,us>15m","1"
"778","Apogon","doryssa","Apogon doryssa","1-25m","1"
